"listing_id","price","nbhood_full"
34997773,"695 dollars","Brooklyn, Williamsburg"
34997929,"295 dollars","Brooklyn, Williamsburg"
34997985,"56 dollars","Brooklyn, Borough Park"
34998736,"119 dollars","Manhattan, Murray Hill"
34999128,"195 dollars","Manhattan, Midtown"
34999688,"295 dollars","Brooklyn, Williamsburg"
35000157,"600 dollars","Manhattan, Murray Hill"
35000403,"450 dollars","Manhattan, Upper West Side"
35000596,"399 dollars","Manhattan, Midtown"
35000795,"300 dollars","Manhattan, Harlem"
35000981,"495 dollars","Brooklyn, Williamsburg"
35002204,"75 dollars","Brooklyn, Bedford-Stuyvesant"
35002311,"160 dollars","Brooklyn, Bushwick"
35002617,"85 dollars","Brooklyn, Bedford-Stuyvesant"
35003154,"88 dollars","Brooklyn, Crown Heights"
35003827,"150 dollars","Manhattan, Murray Hill"
35004646,"30 dollars","Brooklyn, Sheepshead Bay"
35004930,"75 dollars","Queens, Jamaica Estates"
35005222,"400 dollars","Manhattan, Upper West Side"
35005367,"189 dollars","Queens, Woodside"
35005473,"92 dollars","Brooklyn, Bedford-Stuyvesant"
35005797,"550 dollars","Manhattan, Upper West Side"
35006072,"180 dollars","Manhattan, Upper West Side"
35006121,"149 dollars","Manhattan, Midtown"
35006426,"50 dollars","Queens, Sunnyside"
35007081,"295 dollars","Brooklyn, Williamsburg"
35007111,"70 dollars","Brooklyn, East New York"
35007140,"295 dollars","Brooklyn, Williamsburg"
35007240,"1099 dollars","Manhattan, Greenwich Village"
35007394,"129 dollars","Brooklyn, Sheepshead Bay"
35008478,"400 dollars","Manhattan, Hell's Kitchen"
35008790,"428 dollars","Manhattan, Hell's Kitchen"
35009512,"123 dollars","Brooklyn, Williamsburg"
35009677,"88 dollars","Queens, Flushing"
35010022,"89 dollars","Brooklyn, Bushwick"
35010433,"80 dollars","Queens, Flushing"
35010988,"111 dollars","Manhattan, Upper East Side"
35011803,"90 dollars","Brooklyn, Bushwick"
35012326,"109 dollars","Manhattan, Two Bridges"
35012500,"68 dollars","Queens, Rosedale"
35013529,"38 dollars","Brooklyn, Crown Heights"
35021821,"360 dollars","Manhattan, Upper West Side"
35023304,"145 dollars","Queens, Sunnyside"
35023313,"120 dollars","Queens, Richmond Hill"
35025851,"599 dollars","Manhattan, Hell's Kitchen"
35026069,"100 dollars","Manhattan, East Village"
35026159,"330 dollars","Manhattan, Upper West Side"
35026452,"179 dollars","Manhattan, Midtown"
35026962,"185 dollars","Manhattan, Upper East Side"
35028223,"200 dollars","Manhattan, East Harlem"
35029487,"180 dollars","Manhattan, Midtown"
35029537,"75 dollars","Manhattan, Hell's Kitchen"
35029871,"220 dollars","Brooklyn, Boerum Hill"
35030427,"180 dollars","Manhattan, Midtown"
35030460,"60 dollars","Brooklyn, Bedford-Stuyvesant"
35030571,"75 dollars","Queens, Ditmars Steinway"
35030589,"155 dollars","Manhattan, Hell's Kitchen"
35030835,"180 dollars","Manhattan, Midtown"
35031082,"180 dollars","Manhattan, Midtown"
35031409,"180 dollars","Manhattan, Midtown"
35031778,"400 dollars","Manhattan, Lower East Side"
35031939,"60 dollars","Manhattan, Harlem"
35032636,"135 dollars","Manhattan, Midtown"
35032803,"79 dollars","Manhattan, Hell's Kitchen"
35033521,"77 dollars","Manhattan, Hell's Kitchen"
35033674,"59 dollars","Bronx, Melrose"
35033921,"77 dollars","Manhattan, Hell's Kitchen"
35034410,"100 dollars","Manhattan, East Village"
35034543,"69 dollars","Manhattan, Hell's Kitchen"
35034773,"120 dollars","Manhattan, Hell's Kitchen"
35035202,"69 dollars","Bronx, Belmont"
35035291,"120 dollars","Manhattan, Hell's Kitchen"
35035847,"180 dollars","Manhattan, Theater District"
35036056,"60 dollars","Manhattan, Harlem"
35036124,"200 dollars","Brooklyn, Bedford-Stuyvesant"
35037136,"549 dollars","Brooklyn, Williamsburg"
35037457,"50 dollars","Brooklyn, Bedford-Stuyvesant"
35037976,"125 dollars","Manhattan, Midtown"
35038031,"295 dollars","Queens, Long Island City"
35038048,"385 dollars","Manhattan, Murray Hill"
35038124,"479 dollars","Manhattan, Midtown"
35038269,"99 dollars","Manhattan, Midtown"
35038426,"260 dollars","Manhattan, Midtown"
35038658,"45 dollars","Queens, Elmhurst"
35039302,"235 dollars","Manhattan, Midtown"
35039936,"198 dollars","Brooklyn, Bushwick"
35040055,"275 dollars","Manhattan, Hell's Kitchen"
35040098,"134 dollars","Manhattan, East Harlem"
35040805,"199 dollars","Manhattan, Midtown"
35040813,"59 dollars","Queens, Long Island City"
35041121,"198 dollars","Brooklyn, Bushwick"
35042440,"80 dollars","Staten Island, Mariners Harbor"
35042474,"50 dollars","Queens, Flushing"
35043094,"150 dollars","Queens, Springfield Gardens"
35044981,"181 dollars","Manhattan, Kips Bay"
35050872,"395 dollars","Manhattan, Financial District"
35054863,"45 dollars","Brooklyn, Bedford-Stuyvesant"
35055076,"65 dollars","Queens, Richmond Hill"
35055437,"57 dollars","Manhattan, Harlem"
35056385,"65 dollars","Brooklyn, Flatbush"
35057815,"325 dollars","Queens, Jamaica Hills"
35058541,"99 dollars","Bronx, Throgs Neck"
35059067,"90 dollars","Queens, East Elmhurst"
35059538,"70 dollars","Queens, East Elmhurst"
35059681,"60 dollars","Queens, East Elmhurst"
35059840,"100 dollars","Brooklyn, Canarsie"
35060288,"255 dollars","Manhattan, East Village"
35060675,"350 dollars","Brooklyn, Crown Heights"
35062294,"180 dollars","Manhattan, East Harlem"
35063045,"190 dollars","Manhattan, Little Italy"
35064014,"50 dollars","Brooklyn, Fort Greene"
35064019,"150 dollars","Manhattan, Harlem"
35064196,"160 dollars","Manhattan, Hell's Kitchen"
35064797,"150 dollars","Manhattan, West Village"
35065083,"140 dollars","Brooklyn, Brooklyn Heights"
35065348,"75 dollars","Queens, Richmond Hill"
35065615,"279 dollars","Brooklyn, Downtown Brooklyn"
35066396,"395 dollars","Queens, Astoria"
35066800,"80 dollars","Queens, Arverne"
35069416,"30 dollars","Staten Island, Concord"
35069663,"22 dollars","Bronx, Fordham"
35069936,"390 dollars","Manhattan, Hell's Kitchen"
35070555,"500 dollars","Manhattan, Hell's Kitchen"
35071302,"500 dollars","Manhattan, Greenwich Village"
35076834,"97 dollars","Brooklyn, Bedford-Stuyvesant"
35079670,"125 dollars","Manhattan, East Harlem"
35080969,"294 dollars","Manhattan, Kips Bay"
35081477,"165 dollars","Manhattan, West Village"
35081665,"50 dollars","Queens, Woodhaven"
35082055,"295 dollars","Manhattan, Chinatown"
35082227,"100 dollars","Brooklyn, East New York"
35082713,"89 dollars","Manhattan, SoHo"
35085042,"110 dollars","Brooklyn, Gowanus"
35085643,"250 dollars","Brooklyn, Williamsburg"
35085802,"70 dollars","Queens, Ridgewood"
35085826,"99 dollars","Queens, St. Albans"
35086171,"90 dollars","Queens, Flushing"
35088935,"150 dollars","Manhattan, Upper East Side"
35089556,"55 dollars","Brooklyn, Crown Heights"
35090082,"200 dollars","Brooklyn, Williamsburg"
35090587,"50 dollars","Queens, Sunnyside"
35091010,"60 dollars","Queens, East Elmhurst"
35091116,"70 dollars","Queens, East Elmhurst"
35092433,"50 dollars","Queens, Flushing"
35092820,"350 dollars","Manhattan, Hell's Kitchen"
35093823,"130 dollars","Brooklyn, Crown Heights"
35096173,"151 dollars","Manhattan, East Harlem"
35096397,"75 dollars","Brooklyn, Flatlands"
35096744,"65 dollars","Brooklyn, Bedford-Stuyvesant"
35096805,"100 dollars","Brooklyn, Bushwick"
35097415,"150 dollars","Queens, Glendale"
35097684,"68 dollars","Manhattan, Stuyvesant Town"
35098251,"650 dollars","Manhattan, Murray Hill"
35100775,"425 dollars","Manhattan, Hell's Kitchen"
35108156,"445 dollars","Manhattan, Hell's Kitchen"
35112957,"225 dollars","Manhattan, Financial District"
35115408,"98 dollars","Brooklyn, Bushwick"
35115612,"210 dollars","Manhattan, Morningside Heights"
35115893,"140 dollars","Manhattan, Upper East Side"
35117522,"52 dollars","Brooklyn, Williamsburg"
35117804,"295 dollars","Manhattan, Hell's Kitchen"
35118554,"339 dollars","Manhattan, Upper West Side"
35119736,"87 dollars","Manhattan, Inwood"
35120222,"250 dollars","Queens, Long Island City"
35121319,"135 dollars","Manhattan, Harlem"
35121524,"300 dollars","Brooklyn, Williamsburg"
35121742,"94 dollars","Brooklyn, Prospect-Lefferts Gardens"
35122826,"390 dollars","Manhattan, Hell's Kitchen"
35123753,"450 dollars","Manhattan, Hell's Kitchen"
35124153,"289 dollars","Manhattan, Chelsea"
35125511,"300 dollars","Manhattan, Hell's Kitchen"
35125636,"30 dollars","Brooklyn, Sunset Park"
35125696,"49 dollars","Brooklyn, South Slope"
35127234,"210 dollars","Manhattan, Upper East Side"
35127246,"150 dollars","Brooklyn, Fort Greene"
35127308,"40 dollars","Queens, Jamaica"
35127865,"191 dollars","Manhattan, Upper West Side"
35128367,"550 dollars","Brooklyn, Fort Greene"
35129021,"110 dollars","Brooklyn, Greenpoint"
35129411,"250 dollars","Brooklyn, Columbia St"
35129774,"225 dollars","Brooklyn, Greenpoint"
35131138,"235 dollars","Manhattan, Midtown"
35131221,"109 dollars","Bronx, Fieldston"
35132345,"171 dollars","Manhattan, Hell's Kitchen"
35132775,"249 dollars","Manhattan, Chelsea"
35136523,"65 dollars","Queens, Howard Beach"
35136809,"49 dollars","Queens, Howard Beach"
35144024,"96 dollars","Queens, Arverne"
35144255,"585 dollars","Manhattan, Lower East Side"
35145200,"40 dollars","Brooklyn, Bushwick"
35145314,"25 dollars","Queens, Corona"
35145342,"29 dollars","Queens, Corona"
35150643,"25 dollars","Queens, Corona"
35151658,"75 dollars","Brooklyn, Williamsburg"
35152601,"350 dollars","Manhattan, SoHo"
35152749,"179 dollars","Manhattan, Upper East Side"
35153060,"50 dollars","Brooklyn, Bushwick"
35153229,"160 dollars","Queens, Cambria Heights"
35153334,"150 dollars","Manhattan, Hell's Kitchen"
35154411,"399 dollars","Manhattan, Midtown"
35154533,"425 dollars","Manhattan, Hell's Kitchen"
35154571,"250 dollars","Manhattan, Hell's Kitchen"
35154668,"399 dollars","Manhattan, Midtown"
35154803,"399 dollars","Manhattan, Midtown"
35154913,"399 dollars","Manhattan, Midtown"
35155176,"500 dollars","Brooklyn, Williamsburg"
35155188,"179 dollars","Manhattan, West Village"
35155925,"420 dollars","Manhattan, Hell's Kitchen"
35156439,"279 dollars","Manhattan, Upper East Side"
35156995,"125 dollars","Brooklyn, Fort Greene"
35158358,"150 dollars","Manhattan, Upper West Side"
35158765,"229 dollars","Manhattan, Upper East Side"
35160399,"99 dollars","Brooklyn, Cypress Hills"
35160406,"86 dollars","Brooklyn, East Flatbush"
35160490,"90 dollars","Queens, Rego Park"
35160771,"140 dollars","Manhattan, East Harlem"
35161225,"499 dollars","Manhattan, Chelsea"
35161717,"125 dollars","Manhattan, East Village"
35162306,"60 dollars","Brooklyn, Williamsburg"
35162513,"110 dollars","Brooklyn, Bedford-Stuyvesant"
35163045,"66 dollars","Brooklyn, Windsor Terrace"
35163190,"130 dollars","Queens, Ditmars Steinway"
35163290,"365 dollars","Manhattan, Midtown"
35163461,"319 dollars","Manhattan, East Village"
35163692,"57 dollars","Manhattan, Harlem"
35164652,"195 dollars","Staten Island, Arrochar"
35165258,"500 dollars","Manhattan, Chelsea"
35165581,"70 dollars","Bronx, Morrisania"
35166290,"55 dollars","Manhattan, Harlem"
35166495,"600 dollars","Manhattan, Tribeca"
35166514,"150 dollars","Queens, Howard Beach"
35166718,"120 dollars","Manhattan, Chelsea"
35166913,"229 dollars","Manhattan, Midtown"
35167097,"125 dollars","Manhattan, Flatiron District"
35167554,"55 dollars","Queens, East Elmhurst"
35167683,"209 dollars","Manhattan, Hell's Kitchen"
35168463,"75 dollars","Queens, Rosedale"
35169758,"28 dollars","Bronx, Port Morris"
35175500,"210 dollars","Manhattan, Hell's Kitchen"
35177453,"170 dollars","Manhattan, Upper East Side"
35181903,"450 dollars","Brooklyn, Windsor Terrace"
35182164,"51 dollars","Brooklyn, Prospect-Lefferts Gardens"
35182672,"88 dollars","Bronx, Concourse"
35183293,"165 dollars","Brooklyn, South Slope"
35183442,"100 dollars","Brooklyn, Bay Ridge"
35184104,"140 dollars","Manhattan, East Harlem"
35185863,"195 dollars","Brooklyn, South Slope"
35186244,"140 dollars","Bronx, Williamsbridge"
35186258,"131 dollars","Manhattan, Kips Bay"
35186445,"163 dollars","Manhattan, Hell's Kitchen"
35187654,"995 dollars","Manhattan, West Village"
35187770,"275 dollars","Brooklyn, Bushwick"
35187992,"70 dollars","Brooklyn, Bushwick"
35188017,"348 dollars","Manhattan, East Village"
35188430,"60 dollars","Brooklyn, Bushwick"
35188790,"60 dollars","Brooklyn, Bushwick"
35189086,"70 dollars","Brooklyn, Bushwick"
35189297,"159 dollars","Brooklyn, Bedford-Stuyvesant"
35189446,"200 dollars","Manhattan, Hell's Kitchen"
35189990,"395 dollars","Brooklyn, Crown Heights"
35190131,"150 dollars","Manhattan, Hell's Kitchen"
35191909,"198 dollars","Manhattan, Harlem"
35192077,"165 dollars","Manhattan, East Village"
35192314,"500 dollars","Manhattan, Hell's Kitchen"
35193964,"500 dollars","Manhattan, Murray Hill"
35195580,"319 dollars","Manhattan, East Harlem"
35195898,"150 dollars","Manhattan, Hell's Kitchen"
35195915,"300 dollars","Manhattan, Chelsea"
35196057,"295 dollars","Manhattan, Harlem"
35196099,"150 dollars","Manhattan, Upper West Side"
35196447,"369 dollars","Brooklyn, Bushwick"
35196648,"59 dollars","Manhattan, Harlem"
35196787,"95 dollars","Queens, Astoria"
35197041,"329 dollars","Brooklyn, Boerum Hill"
35197107,"100 dollars","Queens, Jamaica"
35197207,"100 dollars","Brooklyn, Bath Beach"
35197271,"444 dollars","Manhattan, Chelsea"
35197281,"250 dollars","Manhattan, Greenwich Village"
35197500,"150 dollars","Queens, Queens Village"
35198287,"550 dollars","Brooklyn, Williamsburg"
35199871,"50 dollars","Brooklyn, Bedford-Stuyvesant"
35202508,"200 dollars","Manhattan, Hell's Kitchen"
35202605,"250 dollars","Manhattan, East Harlem"
35206134,"375 dollars","Manhattan, Hell's Kitchen"
35212471,"395 dollars","Manhattan, Hell's Kitchen"
35215644,"280 dollars","Manhattan, Financial District"
35217816,"300 dollars","Brooklyn, Bedford-Stuyvesant"
35217833,"225 dollars","Manhattan, East Village"
35219177,"59 dollars","Manhattan, Harlem"
35219812,"45 dollars","Brooklyn, Crown Heights"
35220162,"96 dollars","Queens, Flushing"
35220477,"275 dollars","Brooklyn, Crown Heights"
35220744,"305 dollars","Manhattan, Hell's Kitchen"
35220898,"71 dollars","Brooklyn, Williamsburg"
35220970,"90 dollars","Manhattan, Midtown"
35220992,"45 dollars","Queens, Woodhaven"
35221421,"50 dollars","Brooklyn, Williamsburg"
35221845,"114 dollars","Manhattan, Harlem"
35222567,"110 dollars","Brooklyn, Canarsie"
35222909,"175 dollars","Manhattan, East Village"
35223189,"260 dollars","Brooklyn, Crown Heights"
35223869,"209 dollars","Brooklyn, Fort Greene"
35224304,"125 dollars","Staten Island, Grymes Hill"
35224490,"249 dollars","Manhattan, Theater District"
35224560,"55 dollars","Queens, Sunnyside"
35225375,"490 dollars","Brooklyn, Williamsburg"
35225838,"45 dollars","Brooklyn, Bushwick"
35226973,"900 dollars","Manhattan, Upper West Side"
35227165,"225 dollars","Brooklyn, Williamsburg"
35228252,"205 dollars","Manhattan, East Village"
35228797,"360 dollars","Manhattan, Upper West Side"
35229075,"320 dollars","Manhattan, Upper East Side"
35229201,"85 dollars","Manhattan, Hell's Kitchen"
35229312,"55 dollars","Brooklyn, Kensington"
35229609,"189 dollars","Manhattan, Hell's Kitchen"
35230465,"500 dollars","Manhattan, East Village"
35230828,"225 dollars","Manhattan, Kips Bay"
35230999,"400 dollars","Manhattan, Kips Bay"
35231242,"900 dollars","Manhattan, Chelsea"
35231663,"89 dollars","Brooklyn, Bushwick"
35231903,"170 dollars","Manhattan, Hell's Kitchen"
35231916,"65 dollars","Queens, Long Island City"
35233074,"275 dollars","Queens, Long Island City"
35233649,"295 dollars","Brooklyn, Crown Heights"
35233704,"50 dollars","Queens, Astoria"
35233790,"75 dollars","Brooklyn, Williamsburg"
35233799,"49 dollars","Queens, East Elmhurst"
35233897,"90 dollars","Manhattan, Financial District"
35233962,"350 dollars","Manhattan, Midtown"
35233998,"599 dollars","Brooklyn, Cobble Hill"
35235212,"36 dollars","Queens, Corona"
35235326,"70 dollars","Brooklyn, Bushwick"
35235379,"36 dollars","Queens, Corona"
35235701,"70 dollars","Queens, Flushing"
35236795,"230 dollars","Brooklyn, Williamsburg"
35238264,"100 dollars","Manhattan, Morningside Heights"
35238691,"95 dollars","Brooklyn, Williamsburg"
35240989,"179 dollars","Manhattan, Harlem"
35247268,"330 dollars","Manhattan, Hell's Kitchen"
35249301,"349 dollars","Manhattan, Greenwich Village"
35249458,"75 dollars","Bronx, Concourse Village"
35250568,"140 dollars","Queens, Astoria"
35251947,"200 dollars","Queens, Rockaway Beach"
35253668,"60 dollars","Queens, Springfield Gardens"
35257081,"50 dollars","Manhattan, Harlem"
35257699,"255 dollars","Manhattan, Hell's Kitchen"
35257756,"100 dollars","Manhattan, West Village"
35258971,"170 dollars","Brooklyn, Bedford-Stuyvesant"
35259569,"59 dollars","Brooklyn, Bedford-Stuyvesant"
35260885,"249 dollars","Manhattan, Financial District"
35261255,"80 dollars","Queens, Long Island City"
35261651,"99 dollars","Manhattan, Upper East Side"
35261660,"245 dollars","Brooklyn, Crown Heights"
35262429,"67 dollars","Brooklyn, Bushwick"
35262444,"66 dollars","Manhattan, Washington Heights"
35262475,"250 dollars","Brooklyn, Crown Heights"
35263825,"50 dollars","Bronx, Mott Haven"
35263872,"109 dollars","Manhattan, Morningside Heights"
35264702,"109 dollars","Manhattan, Morningside Heights"
35265786,"80 dollars","Queens, Astoria"
35265962,"50 dollars","Manhattan, Harlem"
35266157,"289 dollars","Brooklyn, Cobble Hill"
35266495,"210 dollars","Manhattan, Upper East Side"
35266709,"75 dollars","Queens, Flushing"
35267090,"125 dollars","Brooklyn, Crown Heights"
35267761,"70 dollars","Queens, East Elmhurst"
35269083,"120 dollars","Brooklyn, Bedford-Stuyvesant"
35275920,"75 dollars","Queens, Rockaway Beach"
35277302,"79 dollars","Manhattan, Washington Heights"
35282577,"50 dollars","Queens, Springfield Gardens"
35282883,"250 dollars","Manhattan, Financial District"
35283406,"160 dollars","Brooklyn, Fort Greene"
35283631,"80 dollars","Manhattan, Harlem"
35283648,"235 dollars","Queens, East Elmhurst"
35284472,"42 dollars","Queens, Ridgewood"
35284533,"250 dollars","Queens, Long Island City"
35285031,"149 dollars","Queens, East Elmhurst"
35287395,"60 dollars","Queens, Richmond Hill"
35288505,"95 dollars","Brooklyn, Bedford-Stuyvesant"
35288933,"350 dollars","Queens, Ridgewood"
35289004,"78 dollars","Queens, Sunnyside"
35289875,"124 dollars","Queens, Middle Village"
35290739,"150 dollars","Manhattan, Financial District"
35291681,"60 dollars","Queens, Elmhurst"
35292625,"86 dollars","Manhattan, Hell's Kitchen"
35297214,"2995 dollars","Manhattan, Chelsea"
35301609,"69 dollars","Brooklyn, Prospect-Lefferts Gardens"
35301999,"145 dollars","Manhattan, Hell's Kitchen"
35304831,"125 dollars","Manhattan, Hell's Kitchen"
35304884,"199 dollars","Manhattan, NoHo"
35305083,"229 dollars","Manhattan, Upper East Side"
35309370,"180 dollars","Brooklyn, Williamsburg"
35310307,"62 dollars","Queens, Long Island City"
35310394,"480 dollars","Manhattan, Theater District"
35311495,"120 dollars","Manhattan, Midtown"
35313119,"249 dollars","Brooklyn, Bushwick"
35313296,"300 dollars","Manhattan, Hell's Kitchen"
35313576,"198 dollars","Brooklyn, Williamsburg"
35314165,"250 dollars","Manhattan, Hell's Kitchen"
35314242,"66 dollars","Manhattan, Washington Heights"
35314580,"335 dollars","Manhattan, Hell's Kitchen"
35314647,"95 dollars","Queens, Springfield Gardens"
35314884,"300 dollars","Queens, Astoria"
35315156,"330 dollars","Manhattan, Chelsea"
35315271,"131 dollars","Brooklyn, Williamsburg"
35315486,"305 dollars","Manhattan, Chelsea"
35315865,"250 dollars","Manhattan, Gramercy"
35315907,"200 dollars","Brooklyn, Bedford-Stuyvesant"
35316337,"30 dollars","Brooklyn, Borough Park"
35317010,"250 dollars","Manhattan, Harlem"
35317854,"165 dollars","Manhattan, Upper West Side"
35318634,"260 dollars","Manhattan, Upper East Side"
35318863,"145 dollars","Manhattan, Hell's Kitchen"
35318942,"140 dollars","Manhattan, Upper East Side"
35319394,"150 dollars","Brooklyn, Prospect-Lefferts Gardens"
35319902,"70 dollars","Queens, Springfield Gardens"
35320280,"41 dollars","Queens, Springfield Gardens"
35321064,"69 dollars","Bronx, Kingsbridge"
35321365,"119 dollars","Brooklyn, Bushwick"
35328951,"185 dollars","Manhattan, Lower East Side"
35329913,"125 dollars","Brooklyn, Bedford-Stuyvesant"
35330887,"220 dollars","Manhattan, Midtown"
35330965,"550 dollars","Manhattan, Hell's Kitchen"
35332679,"100 dollars","Brooklyn, Bedford-Stuyvesant"
35334485,"225 dollars","Brooklyn, Bushwick"
35335248,"86 dollars","Manhattan, Harlem"
35335762,"270 dollars","Manhattan, West Village"
35336447,"69 dollars","Brooklyn, Flatbush"
35336938,"90 dollars","Queens, Springfield Gardens"
35336972,"63 dollars","Brooklyn, Bedford-Stuyvesant"
35337180,"350 dollars","Manhattan, East Harlem"
35337525,"121 dollars","Brooklyn, Williamsburg"
35338703,"999 dollars","Manhattan, West Village"
35339100,"60 dollars","Brooklyn, Bedford-Stuyvesant"
35339627,"60 dollars","Brooklyn, Bedford-Stuyvesant"
35341419,"80 dollars","Brooklyn, Bay Ridge"
35341842,"80 dollars","Brooklyn, Bay Ridge"
35342701,"60 dollars","Brooklyn, Bedford-Stuyvesant"
35342841,"180 dollars","Manhattan, Chelsea"
35342886,"90 dollars","Manhattan, Hell's Kitchen"
35343610,"125 dollars","Brooklyn, Clinton Hill"
35344056,"225 dollars","Queens, East Elmhurst"
35344126,"60 dollars","Brooklyn, Bedford-Stuyvesant"
35344294,"125 dollars","Queens, Astoria"
35344556,"279 dollars","Manhattan, Hell's Kitchen"
35345097,"250 dollars","Manhattan, West Village"
35345370,"300 dollars","Manhattan, Midtown"
35346788,"150 dollars","Queens, Astoria"
35346820,"175 dollars","Brooklyn, East Flatbush"
35346826,"110 dollars","Manhattan, East Harlem"
35347616,"120 dollars","Brooklyn, Sheepshead Bay"
35348683,"358 dollars","Manhattan, Midtown"
35348877,"235 dollars","Manhattan, Chelsea"
35348968,"200 dollars","Brooklyn, Bedford-Stuyvesant"
35349073,"175 dollars","Brooklyn, Bushwick"
35349137,"139 dollars","Brooklyn, Williamsburg"
35350124,"150 dollars","Brooklyn, Williamsburg"
35350827,"700 dollars","Manhattan, Hell's Kitchen"
35352621,"50 dollars","Manhattan, Harlem"
35352786,"230 dollars","Brooklyn, Williamsburg"
35352999,"140 dollars","Brooklyn, Clinton Hill"
35353172,"42 dollars","Brooklyn, Bedford-Stuyvesant"
35353949,"342 dollars","Manhattan, Midtown"
35355147,"321 dollars","Manhattan, Financial District"
35356745,"75 dollars","Manhattan, Harlem"
35357271,"100 dollars","Manhattan, Harlem"
35361159,"200 dollars","Manhattan, Harlem"
35368172,"189 dollars","Manhattan, Hell's Kitchen"
35368609,"275 dollars","Queens, Astoria"
35368749,"75 dollars","Bronx, Pelham Gardens"
35369372,"189 dollars","Manhattan, Hell's Kitchen"
35370678,"269 dollars","Manhattan, Chelsea"
35371996,"190 dollars","Brooklyn, Bedford-Stuyvesant"
35373350,"250 dollars","Brooklyn, Boerum Hill"
35374230,"347 dollars","Manhattan, Midtown"
35374299,"75 dollars","Brooklyn, Williamsburg"
35376063,"250 dollars","Brooklyn, Williamsburg"
35376285,"82 dollars","Brooklyn, Cypress Hills"
35376427,"45 dollars","Queens, Briarwood"
35376453,"140 dollars","Brooklyn, Williamsburg"
35376476,"250 dollars","Queens, Jackson Heights"
35376755,"220 dollars","Manhattan, Harlem"
35377489,"110 dollars","Brooklyn, Canarsie"
35378514,"275 dollars","Manhattan, Hell's Kitchen"
35378679,"160 dollars","Manhattan, Washington Heights"
35378917,"225 dollars","Queens, Astoria"
35379267,"295 dollars","Manhattan, West Village"
35379623,"125 dollars","Queens, Astoria"
35380648,"350 dollars","Manhattan, Hell's Kitchen"
35382875,"65 dollars","Brooklyn, Williamsburg"
35384123,"70 dollars","Queens, Springfield Gardens"
35384172,"299 dollars","Manhattan, Kips Bay"
35384238,"40 dollars","Queens, Glendale"
35384544,"190 dollars","Manhattan, Hell's Kitchen"
35385167,"225 dollars","Queens, Astoria"
35385249,"171 dollars","Manhattan, SoHo"
35386161,"66 dollars","Brooklyn, Williamsburg"
35386373,"77 dollars","Manhattan, Two Bridges"
35386835,"125 dollars","Manhattan, East Village"
35386912,"50 dollars","Queens, Fresh Meadows"
35386935,"85 dollars","Queens, Jackson Heights"
35386983,"349 dollars","Manhattan, Kips Bay"
35387029,"400 dollars","Manhattan, SoHo"
35387629,"140 dollars","Brooklyn, Crown Heights"
35388353,"125 dollars","Brooklyn, Bedford-Stuyvesant"
35389856,"220 dollars","Manhattan, West Village"
35397690,"400 dollars","Manhattan, Chinatown"
35406411,"94 dollars","Manhattan, Hell's Kitchen"
35407072,"30 dollars","Brooklyn, Crown Heights"
35408455,"100 dollars","Manhattan, Midtown"
35409488,"226 dollars","Manhattan, East Village"
35409565,"150 dollars","Brooklyn, Bedford-Stuyvesant"
35410832,"214 dollars","Manhattan, Kips Bay"
35411781,"45 dollars","Brooklyn, Bedford-Stuyvesant"
35412521,"177 dollars","Brooklyn, Bushwick"
35412871,"250 dollars","Manhattan, East Village"
35412877,"489 dollars","Manhattan, Midtown"
35413859,"250 dollars","Manhattan, Hell's Kitchen"
35413988,"650 dollars","Manhattan, Hell's Kitchen"
35414687,"250 dollars","Manhattan, Lower East Side"
35415247,"30 dollars","Queens, Jackson Heights"
35415489,"250 dollars","Manhattan, Gramercy"
35416343,"350 dollars","Brooklyn, Williamsburg"
35416674,"489 dollars","Manhattan, Theater District"
35416858,"78 dollars","Manhattan, Harlem"
35416914,"450 dollars","Manhattan, Kips Bay"
35417147,"500 dollars","Brooklyn, Williamsburg"
35417968,"500 dollars","Brooklyn, Williamsburg"
35418634,"85 dollars","Queens, Astoria"
35419996,"385 dollars","Manhattan, Theater District"
35420233,"119 dollars","Manhattan, Hell's Kitchen"
35420277,"189 dollars","Manhattan, Financial District"
35420482,"89 dollars","Brooklyn, Bushwick"
35422253,"100 dollars","Queens, Ridgewood"
35423325,"190 dollars","Manhattan, Hell's Kitchen"
35424310,"125 dollars","Brooklyn, Bushwick"
35424717,"230 dollars","Manhattan, SoHo"
35425032,"185 dollars","Manhattan, Hell's Kitchen"
35425128,"80 dollars","Brooklyn, Williamsburg"
35425436,"70 dollars","Brooklyn, Bedford-Stuyvesant"
35425682,"120 dollars","Manhattan, Hell's Kitchen"
35427155,"35 dollars","Queens, Jamaica"
35428184,"108 dollars","Manhattan, Upper East Side"
35430128,"135 dollars","Manhattan, Upper West Side"
35430525,"223 dollars","Manhattan, Hell's Kitchen"
35431739,"120 dollars","Manhattan, Upper East Side"
35432326,"199 dollars","Manhattan, Financial District"
35442636,"300 dollars","Manhattan, East Harlem"
35446198,"80 dollars","Brooklyn, Williamsburg"
35447651,"450 dollars","Manhattan, Hell's Kitchen"
35448360,"185 dollars","Manhattan, Midtown"
35448444,"50 dollars","Brooklyn, Sheepshead Bay"
35448516,"89 dollars","Manhattan, Harlem"
35448841,"300 dollars","Manhattan, Lower East Side"
35451608,"600 dollars","Brooklyn, Greenpoint"
35453591,"225 dollars","Queens, Long Island City"
